"","GSM734540","GSM734541","GSM734542","GSM734543","GSM734544","GSM734545","GSM734546","GSM734547","GSM734548","GSM734549","GSM734550","GSM734551","GSM734552","GSM734553","GSM734554","GSM734555","GSM734556","GSM734557","GSM734558","GSM734559","GSM734560","GSM734561","GSM734562","GSM734563","GSM734564","GSM734565","GSM734566","GSM734567","GSM734568","GSM734569","GSM734570","GSM734571","GSM734572","GSM734573","GSM734574","GSM734575","GSM734576","GSM734577","GSM734578","GSM734579","GSM734580","GSM734581","GSM734582","GSM734583","GSM734584","GSM734585","GSM734586","GSM734587"
"CATMA5a51880",11.09723329,10.34529101,10.21885061,10.14418276,10.34252733,9.879075086,9.991450683,10.19291396,10.1577401,10.67009609,10.13076263,10.4039565,10.62007277,10.46466897,10.39695379,10.30368451,10.38723198,10.13369094,9.968812669,10.19891132,10.11229895,10.28048666,10.10069041,10.10825179,11.29830954,10.65161964,10.51832217,10.19134521,10.53991422,9.926799754,10.03828809,10.03396995,9.865944525,10.73832403,10.09701301,10.51620673,10.43209534,10.50177787,10.51206935,10.37132584,10.21743026,10.01464552,10.17920312,10.02193173,10.05464967,10.44344524,10.43016731,10.2732222
"CATMA5a52795",7.398262026,7.543897968,8.211295645,8.025066322,7.943495627,7.851036595,8.125474766,7.748352795,7.729724982,7.956373996,8.392601951,8.335263195,8.79146591,8.781806391,8.733701177,8.761067167,8.694974197,8.279668386,8.325145539,8.595456925,8.299387208,8.142882371,8.40634734,8.514161518,7.846290557,7.388857613,7.908851705,7.586710937,8.327356737,7.511027174,6.999092744,7.675254425,7.770151432,7.573672729,7.934038259,7.903606573,7.866199978,7.781115115,7.581026282,8.052720384,7.688774338,7.490834739,7.052128599,8.004632116,7.784546181,7.697395423,8.22478265,7.936053999
"CATMA5a56920",7.246689791,7.198872832,6.543409183,6.794373128,7.046818642,7.301745261,7.012828753,6.88357034,7.043758571,7.509441518,7.313265819,6.392806632,6.461487691,7.204284111,7.661066772,7.407517707,6.765976708,6.599357206,4.836288949,5.853408133,6.712959358,6.828575919,6.70489661,7.164886759,6.990042161,7.625382547,7.430357439,7.051509581,6.964303994,6.962801287,7.436648964,7.271508367,6.414493773,7.632677162,7.489432919,7.132522582,6.682097691,7.232233785,7.324466214,6.586082994,6.397969446,7.008449129,7.002606229,6.980255483,7.262647519,7.164077891,7.393574819,5.902079826
"CATMA5a57060",10.43701895,11.17243272,11.38192606,11.62291007,11.40290503,11.45213216,11.61068684,11.66537653,11.11222809,11.47987065,10.25133632,9.979260708,7.272303978,8.04407438,7.928600622,7.927880465,8.442691636,8.709360371,7.734842757,8.605823608,8.132735916,9.094542091,8.775496366,9.680077161,10.9827116,11.44090801,11.27333756,12.14081763,11.20543812,12.20963636,12.26256715,11.83929487,11.74899738,12.4749759,11.61496342,12.02594966,11.56766573,11.10142617,11.78618218,12.18612118,11.65605114,10.86384715,11.84485903,11.59245416,11.09854541,11.65644912,12.14860984,11.93003852
"CATMA5a59560",9.806913362,10.80673,11.1315494,11.98573596,11.81611922,11.38658815,11.68341541,12.02408197,11.51005251,11.382132,11.18426891,10.98862621,11.06582741,11.04076102,10.15147266,10.50236027,10.33231661,10.09052542,9.983896712,10.28887799,10.01321077,9.897467733,9.594724852,10.72510752,10.15223076,10.3697005,11.0156704,11.19843779,11.39531613,11.25192546,11.38449135,11.34510391,11.1933886,10.89206576,11.49686641,11.13147916,11.52377849,11.75319924,11.11720978,11.56680047,11.32763505,11.29496207,11.46702406,11.4043552,10.82960753,10.96948921,10.95450946,11.80784462
"CATMA5a60200",10.63725059,10.05681186,9.171522212,9.137386126,8.919394818,8.917863427,8.803221974,8.735295876,9.066346017,8.920607403,9.625085729,9.919663883,10.40784456,10.45803058,10.63721548,10.53528774,10.57773508,9.97871825,10.78649961,10.57487533,10.49274533,9.97032059,10.31538221,9.926820063,10.35353516,9.565216381,9.199354374,8.776856052,9.467003998,8.675050018,8.492036326,8.499835321,8.627630382,8.978308569,8.476756818,8.970495575,8.344978084,8.031067383,9.046911213,8.69944935,8.853238955,8.660466672,8.8405685,8.594237846,8.853226002,8.523488164,8.647434766,8.346603978
"CATMA5a60330",7.711297385,8.414076032,8.352631305,8.517638435,7.802509531,8.623015307,8.657561423,8.729898234,8.65219747,8.600754287,9.990892396,9.643517217,11.23252394,11.25204109,10.83695755,10.47308247,9.754150435,9.523479489,10.81030713,9.811474177,10.36446387,10.2784285,10.99392917,10.50241184,7.462497531,7.641249468,7.94902868,7.622623941,7.684853601,8.304413263,8.745900615,8.137721821,8.025273328,8.261033347,7.676864433,8.324490428,8.337990965,8.769875268,8.149398168,8.203191453,7.970505668,8.102859903,8.631195247,7.956331919,7.566135772,7.971981508,7.995664825,8.274443836
"CATMA5a62305",9.057370539,9.587187229,9.347039837,9.243734105,8.822108183,9.147028778,9.026727419,9.219442749,8.884686887,8.351553812,9.157823914,9.311178568,8.88665003,8.719643837,7.601788581,8.027864409,8.212822078,8.34613812,8.815817982,7.592717215,7.969318374,8.356446466,8.057905162,8.487632309,9.193718098,9.300348885,9.362663187,9.400038533,8.768850943,9.325660158,9.241831821,8.982430312,8.780878508,8.855912276,9.66165214,9.677371162,9.587591997,9.345174491,9.124953948,8.975143836,9.070755603,9.347595683,9.16869437,8.64846514,9.104738669,8.701554858,9.114369354,9.448715924
"CATMA5c64139",8.140735884,8.187303352,7.779388542,7.828960525,7.772603631,8.177722896,8.451054547,8.09187196,8.819188673,8.425438792,8.225135213,8.312394576,9.372033412,9.089174493,9.106573434,8.898440726,8.532817185,8.043239146,8.406060744,8.381359576,8.25138167,8.370129592,8.471483033,8.210445422,8.215449503,7.947792249,7.91203433,7.789981215,7.81384152,8.12447434,7.569365273,8.072724558,8.098740874,7.856110393,7.785145427,6.74351197,7.878086248,7.336193867,7.948226057,8.117025277,7.526642942,8.196034545,7.87595121,7.816044505,8.121285692,7.772789406,7.994106014,7.392511473
"CATMA5c64429",12.20718661,12.09359623,12.16488142,11.44271328,11.42290764,12.13127577,12.46188324,11.72252658,13.15805715,12.4439125,13.465718,13.17876916,13.89176951,14.22137639,13.97609454,14.79130495,14.35065529,14.22202087,14.13321723,14.07710131,14.24848434,13.49196679,13.73888374,13.29586152,12.30717723,11.40373517,11.99467269,11.15584449,11.42229621,11.55045102,11.52347284,12.44523047,12.93132305,11.47432555,12.70614843,12.43884207,13.14259702,12.81473545,12.37967189,13.03994545,12.14365265,13.56637607,12.4767471,13.72847687,13.1937179,12.41556525,12.75862621,11.67435615
"CATMA5c64767",8.04591674,7.412600093,8.245169581,8.00951496,8.181294556,8.16224506,8.328036021,7.87346093,8.443390308,7.832470427,8.921309757,8.161567845,9.248057309,9.009670549,9.10714645,9.165039256,9.04596986,8.885434142,9.062648859,8.924197428,8.742262833,8.51223102,8.644781032,8.465224806,7.713536878,7.389382948,8.044933699,7.184949437,8.364077845,7.852691544,7.824595549,7.99815672,7.78040872,7.460934222,8.203366912,7.946015461,7.894854327,7.60293405,7.730776762,7.760469612,7.308192231,8.035316821,7.675418726,8.279669089,7.861244091,7.558681688,7.526036043,7.285656312
"CATMA5c65068",8.074031369,8.400290939,7.781072932,7.150504746,7.447730211,7.065978676,7.12253899,7.249365358,7.801159423,8.188056831,7.862556494,7.700989491,7.630321422,7.101911281,7.229489134,6.789538973,7.076506858,7.178072332,7.622103095,7.359897695,7.036026301,7.666328796,7.068527803,7.198984925,8.283310898,8.703531375,8.05939337,7.657820086,7.614303999,7.457778101,7.64966454,7.651414205,7.592758044,9.314247339,8.165826258,7.898293404,8.409992532,7.258772582,7.955373286,7.424157214,7.939637701,7.128990838,6.286211993,7.406883475,7.184846483,7.98932364,8.378822105,7.767002566
"CATMA5c65122",8.894572441,9.231023765,8.963794492,8.998188198,8.856959187,9.100277388,9.073917248,8.771286556,9.161687983,9.504031858,9.677505952,9.841072379,9.389593933,9.752503074,9.409481973,10.49377985,10.34102683,10.29300403,10.25029189,10.86164379,11.01198769,10.92298956,11.13632914,11.40667866,8.561513841,8.496142914,8.742818432,8.79240165,8.778971975,8.659265949,8.729706785,8.477774866,8.819109672,8.727884019,8.82993462,8.693419788,8.485965874,8.390772059,8.663239954,9.015538507,9.039564163,8.62767509,8.890177034,8.941762522,9.217350439,8.849246954,9.197508317,8.732711514
"CATMA5c65156",10.07076767,10.19054265,10.13535645,10.13690572,9.698205346,9.936384577,9.955113695,9.73462518,9.433089581,9.211950739,9.948650445,10.05332702,9.306340583,9.530258882,9.603265819,9.610774371,9.749517437,9.601352347,9.34325823,9.365499688,9.092473805,9.09018115,9.066781174,9.607689733,10.15514556,10.06302679,9.84856817,10.14876649,9.804828045,10.21665269,9.955699242,9.725274763,9.389512401,9.391574571,10.5853918,10.39844212,10.40656064,10.13050934,10.19222316,10.02473144,10.04481772,10.07182978,9.998894453,9.911812294,9.624278097,9.109864464,9.973827595,10.20973955
